200	200	1
0	200	200	0	0	1676	0	0	0
1	385	56	10	473	544	90	0	108	309
2	201	297	10	805	855	90	0	38	0
3	57	353	-30	0	1377	90	758	0	1036
4	201	386	20	0	1400	90	0	589	761
5	359	23	30	298	358	90	0	606	120
6	210	268	-20	0	1518	90	644	0	0
7	219	148	10	55	110	90	0	784	54
8	306	390	20	0	1369	90	0	50	1037
9	32	251	20	0	1411	0	0	801	1235
10	130	70	30	956	1015	90	0	615	867
11	103	172	-20	0	1486	90	748	0	398
12	319	217	-20	0	1466	90	450	0	1253
13	99	241	-30	0	1477	90	367	0	1268
14	368	102	20	0	1392	90	0	624	1097
15	307	310	-20	0	1433	90	137	0	1145
16	158	366	20	0	1415	90	0	94	0
17	286	9	20	0	1377	90	0	239	749
18	267	161	-10	0	1509	90	513	0	1266
19	304	141	-30	0	1467	90	708	0	1255
20	143	261	-20	605	669	90	737	0	204
21	183	303	-20	0	1482	90	223	0	585
22	218	284	-10	0	1501	90	276	0	1320
23	318	335	-10	0	1407	90	584	0	1127
24	53	330	30	624	690	90	0	510	0
25	233	208	-20	0	1553	90	467	0	1253
26	113	179	-10	986	1037	90	472	0	853
27	109	170	20	151	220	90	0	786	124
28	276	16	10	199	241	90	0	72	0
29	128	93	10	0	1458	90	0	407	1237
30	221	379	30	0	1406	90	0	307	1134
31	185	386	-10	602	689	90	54	0	402
32	14	210	10	0	1400	90	0	582	1123
33	180	375	-20	0	1410	90	354	0	1117
34	164	69	-30	0	1451	90	553	0	1220
35	53	354	-10	0	1374	90	112	0	1064
36	275	8	-20	0	1380	90	444	0	1080
37	142	260	20	0	1503	0	0	823	1419
38	183	294	-10	0	1491	90	2	0	0
39	373	253	-20	0	1406	90	571	0	0
40	15	100	10	0	1376	90	0	51	1073
41	51	288	10	236	291	90	0	309	117
42	131	130	-10	0	1488	90	742	0	857
43	184	343	-10	0	1443	90	374	0	1208
44	56	351	10	0	1378	90	0	542	1020
45	208	384	20	0	1402	90	0	660	1118
46	204	87	-10	0	1473	90	232	0	1260
47	61	333	10	0	1394	90	0	775	1004
48	313	194	-10	0	1473	90	543	0	1188
49	271	154	10	0	1502	90	0	658	1285
50	314	399	-20	0	1357	90	8	0	1037
51	14	100	-10	0	1375	90	40	0	1073
52	273	160	10	0	1503	90	0	280	1166
53	359	38	-20	0	1360	90	539	0	1031
54	173	381	10	0	1403	90	0	31	402
55	153	368	30	331	385	90	0	755	210
56	270	151	20	0	1501	90	0	734	1323
57	29	355	-30	0	1356	90	698	0	0
58	310	395	-20	0	1363	90	488	0	1047
59	312	200	-30	0	1474	90	783	0	1272
60	107	247	20	0	1482	90	0	426	784
61	126	91	30	0	1455	90	0	411	945
62	229	229	-10	0	1545	90	101	0	1402
63	196	293	20	0	1493	90	0	759	1285
64	82	247	-10	0	1459	90	399	0	1223
65	42	384	-10	0	1344	90	161	0	0
66	83	357	10	0	1391	90	0	766	776
67	280	282	-20	0	1472	90	195	0	214
68	270	106	30	182	247	90	0	306	129
69	369	106	10	0	1393	90	0	273	1109
70	393	272	10	0	1381	90	0	694	0
71	93	62	-10	0	1412	90	241	0	0
72	275	15	-10	259	321	90	28	0	0
73	372	104	-20	0	1390	90	92	0	1102
74	134	98	10	0	1465	90	0	408	1231
75	339	41	20	0	1375	90	0	668	0
76	303	61	-10	0	1413	90	659	0	0
77	97	10	-30	0	1370	90	116	0	1060
78	211	274	20	0	1512	90	0	565	1345
79	159	207	20	41	92	90	0	257	50
80	111	184	-10	0	1496	90	214	0	682
81	155	206	10	0	1541	90	0	705	1268
82	95	47	10	900	952	90	0	509	766
83	18	100	20	0	1379	90	0	455	1074
84	21	96	-10	0	1379	90	317	0	1081
85	126	126	20	624	674	90	0	685	569
86	102	169	20	0	1484	90	0	104	863
87	35	293	20	0	1397	90	0	484	398
88	240	246	20	0	1526	90	0	96	1372
89	255	239	-30	0	1519	90	123	0	218
90	179	383	-10	0	1402	90	405	0	1119
91	147	263	-20	0	1504	90	461	0	59
92	367	104	20	0	1394	90	0	73	1102
93	277	154	20	430	485	0	0	816	395
94	179	336	-20	0	1449	90	16	0	0
95	157	205	-20	0	1543	90	577	0	124
96	231	243	-20	0	1533	90	88	0	1372
97	92	50	-20	0	1402	90	767	0	1125
98	375	247	-20	243	300	90	211	0	28
99	152	240	-30	0	1524	90	153	0	1371
100	187	341	-10	0	1445	90	592	0	667
101	234	214	10	0	1550	90	0	62	1402
102	364	27	-10	0	1348	90	203	0	0
103	52	297	20	0	1410	90	0	344	1098
104	103	168	-20	984	1058	90	86	0	863
105	23	98	10	1201	1254	0	0	802	1049
106	153	107	-10	446	501	90	726	0	213
107	14	201	10	0	1400	90	0	799	1119
108	386	57	-10	0	1352	90	1	0	309
109	244	109	20	0	1485	90	0	234	1265
110	393	307	10	0	1366	90	0	281	1048
111	96	235	30	834	879	90	0	400	0
112	49	353	10	0	1372	90	0	35	1064
113	28	356	30	0	1354	90	0	181	1030
114	85	155	20	0	1463	90	0	702	1247
115	248	243	20	0	1522	90	0	716	1362
116	94	13	30	0	1372	90	0	77	1060
117	134	279	30	0	1484	0	0	810	1381
