200	1000	1
0	200	200	0	0	6289	0	0	0
1	244	56	-20	2472	2943	10	100	0	741
2	245	106	20	365	726	10	0	204	466
3	233	214	10	328	420	10	0	542	288
4	395	340	-35	879	1041	10	6	0	561
5	229	371	-13	3973	4249	10	797	0	1295
6	384	248	35	765	1129	10	0	4	561
7	277	163	-24	611	837	10	523	0	383
8	52	94	-10	4540	4714	10	616	0	462
9	89	152	20	459	790	10	0	579	501
10	218	284	20	675	1047	10	0	598	719
11	340	276	-26	3401	3661	10	263	0	1434
12	206	106	33	958	1466	10	0	659	1028
13	375	247	10	592	940	10	0	46	569
14	113	179	10	693	996	10	0	367	679
15	348	280	-30	565	1290	10	73	0	204
16	223	372	30	813	1199	10	0	404	769
17	361	287	-10	778	1386	10	71	0	719
18	6	62	-22	3352	3943	10	206	0	1301
19	37	397	50	3025	3695	10	0	664	2507
20	364	27	-40	966	1594	10	107	0	868
21	14	201	-20	810	1036	10	363	0	628
22	325	294	-20	4582	4703	10	252	0	672
23	41	382	-10	809	1296	10	521	0	495
24	325	130	-22	3961	4465	10	667	0	2477
25	384	47	-20	4304	4547	10	127	0	849
26	116	181	20	892	997	10	0	533	683
27	346	155	-30	840	1177	10	516	0	524
28	359	30	-27	1187	1681	10	433	0	786
29	222	284	-10	193	662	10	145	0	417
30	91	150	10	369	678	10	0	565	418
31	140	387	-20	581	1086	10	320	0	427
32	176	154	15	51	468	10	0	174	312
33	352	383	-16	2896	3607	10	148	0	1730
34	213	332	-20	2722	3139	10	275	0	591
35	133	68	20	555	961	10	0	307	609
36	151	188	18	50	363	10	0	574	234
37	105	250	-10	600	957	10	373	0	629
38	94	70	30	1019	1344	10	0	370	882
39	287	307	-15	649	1275	10	586	0	827
40	267	321	26	2431	2754	10	0	64	1961
41	220	71	-17	2739	2791	10	735	0	1571
42	244	106	40	535	645	10	0	235	405
43	338	290	12	2554	2767	10	0	457	1951
44	5	345	-20	4707	5098	10	309	0	431
45	145	301	8	115	840	10	0	494	543
46	393	301	-10	700	1140	10	13	0	569
47	359	23	-20	765	1222	10	343	0	518
48	196	107	-10	5200	5554	10	117	0	1105
49	348	41	16	2410	2971	10	0	380	2065
50	59	51	14	693	1075	10	0	715	652
51	126	91	-10	625	1015	10	208	0	623
52	234	214	10	355	644	10	0	247	294
53	108	395	12	2339	2362	10	0	468	1609
54	186	306	10	539	959	10	0	497	526
55	125	122	15	293	716	10	0	393	420
56	12	368	12	2978	3313	10	0	771	2295
57	348	279	10	714	1054	10	0	639	664
58	26	247	10	741	864	10	0	581	512
59	393	306	-20	893	1148	10	453	0	663
60	268	114	-20	532	992	10	710	0	505
61	2	17	-18	1006	1269	10	649	0	663
62	62	258	-10	488	955	10	133	0	512
63	186	145	-13	5966	6076	10	390	0	3769
64	338	315	-26	3466	4271	10	40	0	1961
65	66	118	-20	2094	2543	10	332	0	355
66	68	378	10	2602	2971	10	0	339	2062
67	294	136	10	113	799	10	0	509	311
68	73	126	38	1528	1948	10	0	687	1350
69	68	263	-10	507	1169	10	548	0	356
70	302	136	-30	688	754	10	660	0	407
71	234	203	10	459	994	10	0	17	719
72	127	94	10	662	1189	10	0	475	795
73	233	208	30	50	306	10	0	15	204
74	210	1	-30	3894	4223	10	194	0	1356
75	102	252	10	527	921	10	0	698	607
76	152	237	10	202	484	10	0	95	317
77	2	3	14	3098	3375	10	0	488	2321
78	92	162	-13	876	1265	10	209	0	436
79	177	55	17	2941	3224	10	0	241	2307
80	193	29	16	2926	3250	10	0	246	2196
81	105	360	-10	3017	3388	10	432	0	352
82	193	216	-24	4778	5189	10	745	0	3565
83	338	150	16	3001	3263	10	0	462	2337
84	68	143	-26	4849	5312	10	233	0	1282
85	180	15	-14	3220	3899	10	427	0	2405
86	182	378	10	789	830	10	0	124	488
87	39	384	-20	1042	1165	10	551	0	676
88	43	386	-10	1088	1393	10	617	0	853
89	291	301	20	259	828	10	0	451	519
90	32	251	-20	949	1216	10	105	0	417
91	246	298	-10	3821	3948	10	281	0	391
92	32	229	-10	4119	4437	10	757	0	1006
93	116	252	-10	195	596	10	356	0	170
94	198	295	-9	213	1064	10	737	0	261
95	63	262	-10	565	990	10	76	0	317
96	119	179	10	854	1143	10	0	592	794
97	174	375	-20	1063	1595	10	557	0	742
98	199	45	-10	3054	3383	10	571	0	766
99	150	236	20	163	426	10	0	759	273
100	363	24	20	951	1229	10	0	1	741
101	393	307	10	908	1312	10	0	289	818
102	331	251	-20	312	813	10	751	0	494
103	293	306	20	488	722	10	0	153	435
104	18	102	18	788	1189	10	0	782	736
105	196	293	20	349	650	10	0	90	417
106	299	141	10	704	1245	10	0	189	778
107	364	25	40	1067	1398	10	0	20	868
108	41	183	-20	4669	4868	10	661	0	796
109	342	385	10	1400	1569	10	0	118	1001
110	302	203	-20	679	1025	10	763	0	660
111	212	197	-30	3375	3574	10	604	0	604
112	384	294	20	1998	2579	0	0	802	1779
113	381	290	-10	1809	2065	10	397	0	902
114	110	254	20	286	928	10	0	425	617
115	196	51	-10	1908	2450	10	634	0	962
116	264	341	9	4026	4420	10	0	761	3096
117	23	98	10	1102	1678	10	0	48	1105
118	278	265	-10	2387	2922	10	109	0	1001
119	23	97	-20	1166	1526	10	220	0	594
120	281	155	10	375	840	10	0	637	560
121	352	162	10	563	770	10	0	277	459
122	209	85	10	445	750	10	0	341	377
123	15	4	-21	2691	3024	10	758	0	387
124	177	379	-10	1175	1363	10	86	0	488
125	18	208	-20	868	1326	10	441	0	505
126	343	322	-22	3200	3412	10	357	0	1622
127	369	107	20	1026	1325	10	0	25	849
128	31	360	-10	1049	1290	10	762	0	785
129	263	110	-30	473	752	10	222	0	437
130	240	246	20	60	559	10	0	362	373
131	380	339	10	2898	3154	10	0	210	2194
132	111	286	-20	452	732	10	582	0	409
133	213	271	10	221	755	10	0	62	512
134	251	381	17	877	1385	10	0	150	897
135	322	242	-37	770	1217	10	644	0	807
136	390	52	-20	1110	1342	10	594	0	818
137	26	70	-10	3595	3895	10	681	0	813
138	300	132	10	371	955	10	0	440	463
139	342	384	10	1239	1818	10	0	417	1189
140	357	160	-23	421	1136	10	334	0	491
141	204	87	30	311	676	10	0	342	422
142	197	293	-20	353	558	10	671	0	341
143	98	107	17	3770	3824	10	0	477	2764
144	400	109	20	3406	3493	10	0	298	2454
145	231	243	10	338	939	10	0	29	417
146	84	221	-10	4336	4608	10	529	0	846
147	230	290	20	369	730	10	0	569	476
148	397	261	16	2283	2514	10	0	33	1730
149	222	283	20	266	501	10	0	727	311
150	247	377	-17	4869	4974	10	134	0	897
151	60	319	29	949	1212	10	0	265	771
152	79	154	-20	543	948	10	511	0	489
153	256	385	-20	2423	2463	10	103	0	435
154	140	40	27	3907	4333	10	0	673	3121
155	8	119	11	3401	3428	10	0	795	2414
156	208	274	-30	140	622	10	495	0	325
157	84	293	-10	2035	2534	10	324	0	804
158	74	351	32	3719	4079	10	0	609	2911
159	95	64	20	568	977	10	0	231	603
160	329	236	10	522	968	10	0	486	625
161	248	286	35	225	643	10	0	267	408
162	234	243	20	313	859	10	0	503	357
163	244	109	20	177	810	10	0	395	455
164	340	388	10	1195	1665	10	0	188	1072
165	161	233	30	373	680	10	0	245	471
166	125	95	-20	768	986	10	585	0	624
167	351	199	-12	2912	3544	10	578	0	1323
168	61	333	10	1072	1334	10	0	595	856
169	146	324	-7	5536	5876	10	198	0	833
170	372	104	20	856	1212	10	0	747	761
171	381	144	-23	1612	2425	10	514	0	1526
172	394	299	-8	3132	3339	10	743	0	734
173	363	30	-10	1182	1575	10	693	0	894
174	358	23	-15	773	1126	10	32	0	312
175	220	238	12	42	339	10	0	652	222
176	97	105	-14	3693	3975	10	399	0	282
177	186	355	25	424	822	10	0	626	499
178	391	42	-12	3768	4064	10	611	0	2546
179	48	326	20	802	1026	10	0	628	621
180	74	87	-10	5280	5678	10	383	0	972
181	264	69	-30	2461	2982	10	577	0	453
182	341	394	-40	1028	1410	10	347	0	857
183	128	95	-20	876	1243	10	438	0	646
184	362	383	-20	787	1379	10	651	0	687
185	41	340	-21	3126	3894	10	753	0	1980
186	13	220	15	4178	4463	10	0	286	3206
187	85	61	20	613	831	10	0	280	487
188	340	290	-10	1849	1878	10	164	0	1072
189	396	106	-10	1015	1267	10	106	0	778
190	79	344	-30	799	1054	10	358	0	478
191	201	195	12	5	260	10	0	605	191
192	90	311	12	2631	2838	10	0	624	2011
193	207	185	-14	4743	5140	10	199	0	3757
194	92	255	30	1582	1930	10	0	74	1356
195	385	56	10	702	1446	10	0	196	908
196	396	59	-10	1212	1474	10	195	0	908
197	51	326	10	791	934	10	0	691	554
198	169	352	7	845	1267	10	0	169	833
199	230	139	14	4954	5548	10	0	193	3757
200	286	44	-10	2001	2646	10	426	0	580
201	286	308	-20	782	1234	10	742	0	697
202	339	69	26	3803	4043	10	0	536	2887
203	206	296	-20	596	1043	10	683	0	697
204	142	385	-20	1945	2393	10	2	0	466
205	370	57	10	4404	4663	10	0	489	3330
206	35	79	22	1560	1940	10	0	18	1301
207	17	209	-10	909	1193	10	513	0	483
208	128	68	10	721	1081	10	0	51	623
209	145	165	13	65	647	10	0	78	436
210	237	259	-10	4568	4941	10	131	0	2194
211	89	154	-23	691	1209	10	778	0	312
212	72	257	10	935	1260	10	0	213	839
213	158	121	-10	4461	4502	10	212	0	839
214	323	243	20	668	1227	10	0	588	583
215	367	361	-26	1685	2331	10	554	0	525
216	165	126	-20	4917	5141	10	756	0	867
217	45	85	10	3526	3915	10	0	568	2791
218	137	68	25	503	767	10	0	449	465
219	310	143	-10	617	989	10	656	0	639
220	18	100	20	745	1000	10	0	119	594
221	201	6	25	2230	2571	10	0	552	1782
222	297	135	30	293	918	10	0	129	437
223	86	154	-20	693	1017	10	306	0	661
224	374	175	-10	1237	1634	10	633	0	820
225	91	70	-18	1062	1197	10	412	0	328
226	166	357	-20	4630	5196	10	736	0	346
227	113	183	30	565	912	10	0	583	617
228	347	395	-19	1038	1271	10	385	0	342
229	243	244	30	61	613	10	0	500	413
230	243	140	15	4935	5372	10	0	359	3961
231	14	100	-20	755	1182	10	159	0	603
232	393	312	30	961	1590	10	0	333	1025
233	92	384	26	1419	1924	10	0	84	1282
234	294	249	-13	1815	2073	10	484	0	381
235	195	91	-40	782	1005	10	42	0	405
236	235	212	20	37	732	10	0	780	521
237	350	271	-15	529	887	10	331	0	532
238	353	164	-30	454	978	10	525	0	536
239	262	233	-7	4212	4784	10	731	0	2792
240	200	48	20	851	1028	10	0	242	657
241	214	119	-17	3962	4274	10	79	0	2307
242	234	37	-20	1926	2292	10	240	0	657
243	93	62	-10	661	1070	10	685	0	536
244	234	73	8	521	840	10	0	487	531
245	157	378	-30	3453	3997	10	165	0	471
246	194	43	-16	2793	3124	10	80	0	2196
247	268	223	-10	100	475	10	52	0	294
248	355	156	-1	393	1279	10	491	0	489
249	248	124	-38	2599	2836	10	353	0	1373
250	364	213	11	2263	2483	10	0	678	1738
251	371	253	30	838	1194	10	0	313	761
252	31	353	20	778	1125	10	0	22	672
253	41	337	-20	2529	2943	10	701	0	534
254	209	167	17	46	227	10	0	371	144
255	352	303	-20	4189	4508	10	744	0	405
256	53	326	-20	687	941	10	790	0	548
257	388	106	9	910	1319	10	0	770	798
258	21	104	-20	760	864	10	458	0	449
259	381	12	15	2198	2646	10	0	709	1788
260	221	379	-10	781	997	10	314	0	437
261	46	380	-19	1252	1452	10	562	0	367
262	192	332	-10	1646	1980	10	400	0	572
263	343	359	26	1642	2127	10	0	11	1434
264	320	211	6	156	808	10	0	291	515
265	34	355	-29	1047	1445	10	151	0	771
266	338	106	-5	3733	3998	10	290	0	1499
267	397	283	-35	1440	1974	10	161	0	408
268	267	161	-35	785	1078	10	411	0	570
269	124	221	-10	3800	4345	10	600	0	368
270	310	340	-10	616	889	10	345	0	525
271	270	106	30	308	771	10	0	315	490
272	243	104	20	392	1059	10	0	431	632
273	68	250	-45	2177	2453	10	329	0	1552
274	213	305	-20	1790	2249	10	473	0	534
275	214	378	20	462	967	10	0	34	591
276	287	279	-11	4608	5085	10	321	0	3198
277	313	64	-10	1637	1701	10	121	0	459
278	244	285	-33	5167	5493	10	570	0	1629
279	154	68	-1	2737	3294	10	738	0	1560
280	14	53	-20	3147	3410	10	187	0	487
281	298	137	10	475	638	10	0	91	391
282	371	111	3	951	1164	10	0	465	695
283	393	246	-20	1804	2383	10	346	0	293
284	118	122	-16	3491	4232	10	439	0	248
285	9	47	-10	3078	3865	10	589	0	539
286	171	168	-15	5232	5713	10	186	0	3206
287	321	212	30	176	899	10	0	352	583
288	115	185	10	370	502	10	0	303	311
289	336	387	-10	1271	1476	10	101	0	818
290	357	202	5	1958	2156	10	0	266	1499
291	374	104	-6	738	1234	10	264	0	515
292	271	371	15	2923	3210	10	0	566	2104
293	291	398	-20	2012	2357	10	436	0	399
294	353	3	-10	829	1336	10	311	0	643
295	74	213	-10	1571	2026	10	549	0	428
296	17	99	-26	4008	4163	10	775	0	2537
297	253	316	21	1505	1980	10	0	369	1389
298	369	118	-20	4057	4479	10	144	0	2454
299	11	328	-19	2910	3348	10	792	0	1109
300	126	70	-25	805	1207	10	330	0	608
301	165	264	20	72	513	10	0	752	330
302	377	282	-30	1424	1802	10	325	0	624
303	73	292	-10	601	923	10	288	0	311
304	174	326	-30	3711	4048	10	555	0	2079
305	135	161	-20	5391	5532	10	386	0	743
306	85	155	20	597	1023	10	0	223	661
307	360	23	-20	786	1288	10	35	0	609
308	20	91	10	905	1475	10	0	338	727
309	72	253	20	395	714	10	0	44	431
310	87	155	-9	789	1013	10	421	0	533
311	134	63	10	386	1010	10	0	294	643
312	349	275	10	736	918	10	0	711	563
313	325	45	-30	2393	2439	10	251	0	761
314	182	300	10	308	685	10	0	260	437
315	328	239	-30	510	1087	10	271	0	490
316	138	143	17	260	515	10	0	361	323
317	372	256	-20	1001	1135	10	437	0	292
318	57	381	22	756	1195	10	0	415	723
319	162	251	21	63	499	10	0	360	298
320	183	301	20	410	673	10	0	31	427
321	381	375	11	4175	4517	10	0	276	3198
322	389	171	-10	1442	2290	10	573	0	429
323	179	305	-10	495	1139	10	697	0	531
324	14	210	10	739	1259	10	0	157	804
325	290	311	30	644	975	10	0	302	624
326	345	158	-30	1033	1089	10	512	0	684
327	200	83	10	460	985	10	0	469	651
328	342	154	-20	1556	1763	10	355	0	771
