250	700	1
0	250	250	0	0	3914	0	0	0
1	212	101	-10	2528	2955	90	788	0	1193
2	266	231	-30	1254	2779	90	527	0	1315
3	89	284	20	1341	1691	90	0	977	763
4	430	298	-10	1219	2065	90	322	0	582
5	435	77	-40	1065	1100	90	233	0	378
6	25	293	20	2807	3281	90	0	784	1461
7	43	269	-10	567	968	90	606	0	331
8	216	117	-20	311	707	90	539	0	239
9	294	437	30	192	1518	90	0	227	662
10	79	479	30	645	1510	90	0	664	612
11	365	18	20	1588	2999	90	0	52	972
12	225	125	20	127	697	90	0	453	284
13	448	103	-10	2474	3578	90	190	0	1607
14	143	266	-20	126	839	90	189	0	180
15	252	347	10	2543	3439	0	0	1010	1670
16	403	390	-10	1923	3356	90	311	0	1410
17	67	153	-30	500	1483	90	963	0	154
18	90	168	-20	2762	3558	90	407	0	1531
19	302	235	20	610	1636	90	0	324	790
20	259	355	-10	1096	2898	90	403	0	953
21	149	183	-30	2528	3703	90	484	0	727
22	19	297	-10	1721	3004	90	193	0	998
23	209	358	30	1271	1842	90	0	584	863
24	56	388	20	957	2784	90	0	741	1048
25	115	269	-20	2699	3374	90	191	0	1060
26	377	356	10	1534	2317	90	0	854	977
27	113	229	-10	305	2100	90	393	0	846
28	205	343	20	862	1102	90	0	194	499
29	48	137	20	1467	2286	90	0	493	955
30	467	157	20	1889	2886	90	0	372	1324
31	220	394	10	2611	3114	90	0	731	1483
32	436	54	-30	1547	2595	90	853	0	666
33	54	357	10	1378	2175	90	0	199	797
34	456	154	10	227	864	90	0	772	318
35	216	307	-20	2072	3120	90	513	0	610
36	280	224	-20	2082	2530	90	64	0	472
37	90	270	-10	383	907	90	862	0	327
38	166	452	20	364	995	90	0	951	388
39	17	283	-20	2075	3253	90	212	0	472
40	196	192	-20	1749	2591	90	971	0	821
41	94	275	-20	333	765	90	855	0	255
42	292	445	10	1620	1972	90	0	969	886
43	329	471	-10	2513	3213	90	178	0	737
44	326	57	20	983	1904	90	0	514	848
45	95	466	10	2901	3307	90	0	388	1520
46	429	282	-30	2118	3643	90	320	0	656
47	229	364	10	1915	3268	90	0	671	1556
48	457	160	-10	2015	3599	90	495	0	180
49	452	154	30	299	525	90	0	179	150
50	113	289	-30	142	993	90	587	0	378
51	67	387	10	2330	2581	90	0	517	1176
52	368	17	-20	1905	2297	90	11	0	972
53	341	367	30	2338	2883	90	0	649	1367
54	410	364	-10	1221	2622	90	339	0	605
55	80	281	10	1459	2134	90	0	860	980
56	321	224	-20	1690	2682	90	387	0	551
57	73	395	20	719	1886	90	0	904	828
58	259	76	10	513	1502	90	0	771	663
59	121	203	-20	1392	2351	90	597	0	744
60	118	256	10	2181	3017	90	0	740	1442
61	236	361	-30	1322	2263	90	613	0	581
62	78	371	20	210	1804	90	0	470	796
63	301	53	-20	925	1172	90	415	0	396
64	382	197	20	353	1088	90	0	36	472
65	491	160	-20	1970	2168	90	396	0	908
66	453	164	-20	2298	3604	90	410	0	1448
67	277	371	30	284	1067	90	0	746	471
68	272	212	20	1819	3002	90	0	615	1287
69	386	218	-10	1638	2324	90	389	0	418
70	353	32	10	657	1313	90	0	465	535
71	59	389	20	1469	2087	90	0	644	925
72	414	62	10	1392	2140	90	0	871	945
73	278	357	10	110	633	90	0	521	261
74	101	179	-20	2045	2940	90	135	0	1263
75	396	234	20	1636	3304	90	0	349	1392
76	74	390	-10	262	1492	90	255	0	536
77	332	55	30	211	1699	90	0	686	743
78	272	365	30	180	1366	90	0	494	624
79	418	355	-10	1931	2303	90	541	0	956
80	216	380	-20	2313	2447	90	596	0	1041
81	440	173	-20	2388	3619	90	468	0	564
82	89	358	-10	3272	3631	90	750	0	982
83	66	491	-20	1700	2600	90	801	0	56
84	317	234	-10	2334	2784	90	733	0	437
85	439	297	-30	1765	2482	90	993	0	446
86	394	367	30	223	697	90	0	413	255
87	58	364	10	2165	2519	90	0	377	1147
88	290	75	20	179	998	90	0	427	409
89	346	344	-20	2922	3661	90	260	0	1617
90	131	269	-10	1971	2965	90	891	0	581
91	236	96	-20	1423	1945	90	917	0	809
92	29	282	-10	1054	1927	90	821	0	209
93	418	385	-30	2552	3122	90	132	0	679
94	148	225	40	369	1017	90	0	968	455
95	166	464	-30	606	1141	90	640	0	244
96	266	373	10	258	1487	90	0	775	681
97	201	273	30	54	490	90	0	895	217
98	255	245	10	7	1158	90	0	499	506
99	220	379	-10	2295	2653	90	253	0	808
100	85	317	-10	2543	2831	90	243	0	987
101	125	264	20	2490	3380	0	0	1019	1627
102	131	253	-20	2621	3157	90	442	0	591
103	184	188	-20	638	2043	90	604	0	629
104	128	209	-20	1167	1178	90	383	0	453
105	373	364	-20	2915	3586	90	507	0	1634
106	389	342	10	604	1846	90	0	246	839
107	420	20	30	286	1620	90	0	165	448
108	132	218	10	122	1422	90	0	150	649
109	32	256	10	434	1527	90	0	632	654
110	406	339	20	179	578	90	0	512	199
111	191	397	20	158	1293	90	0	628	567
112	72	341	10	2413	3478	90	0	508	1639
113	35	308	30	2932	3372	90	0	626	1574
114	169	360	20	1733	2771	90	0	239	1317
115	222	381	20	2208	3130	90	0	157	1498
116	96	292	10	460	1424	90	0	695	632
117	311	496	10	320	1296	90	0	489	521
118	220	384	10	2374	3152	90	0	577	1507
119	259	243	20	11	818	90	0	727	403
120	349	476	-20	2398	2729	90	874	0	670
121	63	159	20	637	1541	90	0	992	666
122	112	243	-10	1863	2938	90	228	0	1036
123	448	302	-20	1545	3269	90	966	0	1401
124	343	27	-20	1008	1545	90	201	0	488
125	67	485	-10	1567	2926	90	972	0	951
126	220	359	30	979	2029	90	0	794	946
127	147	435	-10	1500	2883	90	758	0	526
128	317	235	-10	2339	2961	90	325	0	805
129	43	355	-20	556	2794	90	961	0	882
130	368	340	10	148	1013	90	0	939	432
131	450	72	-30	1990	3293	90	785	0	1078
