25	1000	1
0	40	50	0	0	960	0	0	0
1	25	85	-10	431	911	10	8	0	313
2	22	75	30	30	510	10	0	39	91
3	22	85	-5	291	771	10	73	0	308
4	20	80	-27	674	734	10	78	0	337
5	20	85	20	40	520	10	0	42	60
6	18	75	20	393	502	10	0	70	351
7	15	75	-30	120	600	10	79	0	302
8	15	80	10	397	457	10	0	1	313
9	10	35	20	401	461	10	0	80	320
10	10	40	-16	535	622	10	75	0	359
11	8	40	40	225	285	10	0	16	188
12	8	45	-27	43	523	10	69	0	178
13	5	35	-10	683	743	10	49	0	375
14	5	45	-9	35	366	10	98	0	239
15	2	40	20	204	264	10	0	47	168
16	0	40	-40	204	425	10	11	0	188
17	0	45	-20	698	827	10	27	0	161
18	44	5	-10	306	483	10	21	0	318
19	42	10	40	199	428	10	0	52	290
20	42	15	10	494	699	10	0	60	497
21	40	5	10	45	525	10	0	18	318
22	40	15	-10	383	486	10	30	0	230
23	38	5	-17	231	291	10	64	0	175
24	38	15	-9	609	872	10	67	0	249
25	35	5	-30	821	881	10	50	0	578
26	95	30	30	349	829	10	0	48	577
27	95	35	20	138	273	10	0	17	161
28	92	30	10	78	339	10	0	74	212
29	90	35	10	132	375	10	0	76	193
30	88	30	10	252	359	10	0	22	230
31	88	35	20	50	530	10	0	51	301
32	87	30	10	562	799	10	0	77	542
33	85	25	10	71	208	10	0	84	117
34	85	35	-8	307	787	10	72	0	359
35	67	85	-19	655	778	10	59	0	359
36	65	85	40	43	186	10	0	82	107
37	65	82	10	377	857	10	0	96	586
38	62	80	-10	308	368	10	44	0	203
39	60	80	-30	46	201	10	2	0	91
40	60	85	-23	339	438	10	94	0	280
41	58	75	20	377	494	10	0	56	347
42	55	80	-20	33	166	10	5	0	60
43	55	85	20	531	736	10	0	91	523
44	55	82	10	247	307	10	0	38	203
45	20	82	10	37	177	10	0	71	104
46	18	80	-19	432	665	10	88	0	269
47	2	45	-20	38	322	10	15	0	168
48	42	5	-30	424	904	10	26	0	577
49	42	12	10	460	539	10	0	13	375
50	72	35	30	327	807	10	0	25	578
51	55	20	-20	273	498	10	31	0	301
52	25	30	-40	25	505	10	19	0	290
53	20	50	5	405	465	10	0	58	333
54	55	60	-15	554	767	10	99	0	283
55	30	60	16	629	689	10	0	93	506
56	50	35	-20	560	673	10	41	0	347
57	30	25	-16	342	571	10	65	0	96
58	15	10	-5	842	902	10	53	0	333
59	10	20	19	42	522	10	0	35	359
60	15	60	-10	623	884	10	20	0	497
61	45	65	9	214	421	10	0	90	303
62	65	35	3	197	257	10	0	89	170
63	65	20	6	39	316	10	0	85	207
64	45	30	17	191	310	10	0	23	175
65	35	40	16	11	140	10	0	57	96
66	41	37	-10	570	681	10	81	0	363
67	64	42	9	298	358	10	0	24	249
68	40	60	-13	613	730	10	87	0	308
69	31	52	27	187	247	10	0	12	178
70	35	69	-20	780	930	10	6	0	351
71	65	55	-10	191	410	10	45	0	104
72	63	65	8	27	507	10	0	34	359
73	2	60	5	240	451	10	0	3	308
74	20	20	-10	675	735	10	28	0	212
75	5	5	16	57	537	10	0	10	359
76	60	12	-10	298	358	10	29	0	193
77	23	3	-10	794	854	10	32	0	542
78	8	56	27	366	483	10	0	4	337
79	6	68	30	382	442	10	0	7	302
80	47	47	-20	817	942	10	9	0	320
81	49	58	10	332	497	10	0	66	363
82	27	43	-40	14	494	10	36	0	107
83	37	31	14	19	499	10	0	86	345
84	57	29	-10	425	485	10	33	0	117
85	63	23	-6	164	644	10	63	0	207
86	21	24	-14	310	507	10	83	0	345
87	12	24	13	389	449	10	0	68	308
88	24	58	19	262	377	10	0	46	269
89	67	5	-3	611	897	10	62	0	170
90	37	47	-9	311	526	10	61	0	303
91	49	42	-20	457	937	10	43	0	523
92	53	43	14	14	74	10	0	95	44
93	61	52	-16	789	928	10	55	0	506
94	57	48	23	212	692	10	0	40	280
95	56	37	-14	20	500	10	92	0	44
96	55	54	-10	382	862	10	37	0	586
97	4	18	35	516	697	0	0	102	486
98	26	52	9	14	494	10	0	14	239
99	26	35	15	338	398	10	0	54	283
100	31	67	3	870	930	0	0	101	683
101	31	67	-3	870	930	10	100	0	683
102	4	18	-35	516	697	10	97	0	486

