25	1000	1
0	40	50	0	0	960	0	0	0
1	25	85	20	388	911	0	0	101	87
2	22	75	30	30	546	10	0	43	51
3	22	85	10	353	708	10	0	35	66
4	20	80	-3	425	913	10	52	0	49
5	20	85	-10	40	630	10	81	0	56
6	18	75	20	228	667	10	0	38	47
7	15	75	20	161	558	10	0	37	52
8	15	80	-14	229	624	10	71	0	49
9	10	35	-35	213	648	10	97	0	57
10	10	40	-9	404	753	10	82	0	49
11	8	40	40	33	511	10	0	21	42
12	8	45	20	46	519	10	0	59	48
13	5	35	-16	395	911	10	75	0	46
14	5	45	10	35	697	10	0	46	66
15	2	40	-9	39	528	10	98	0	47
16	0	40	20	94	535	10	0	25	49
17	0	45	-5	394	909	10	53	0	61
18	44	5	20	218	571	10	0	58	52
19	42	10	40	85	542	10	0	86	50
20	42	15	-20	391	802	10	31	0	48
21	40	5	-40	45	517	10	11	0	42
22	40	15	40	229	640	10	0	66	60
23	38	5	-27	45	523	10	69	0	45
24	38	15	-17	389	914	10	64	0	47
25	35	5	-20	386	904	10	16	0	49
26	95	30	30	389	788	10	0	27	52
27	95	35	-30	57	600	10	26	0	52
28	92	30	-10	55	575	10	32	0	50
29	90	35	10	52	536	10	0	84	48
30	88	30	10	90	521	10	0	62	46
31	88	35	20	50	534	10	0	20	48
32	87	30	10	425	898	10	0	28	50
33	85	25	-6	51	602	10	90	0	53
34	85	35	30	342	751	10	0	51	51
35	67	85	-10	410	905	10	3	0	66
36	65	85	40	43	617	10	0	96	57
37	65	82	-20	410	823	10	7	0	52
38	62	80	-20	114	561	10	6	0	47
39	60	80	10	36	658	10	0	41	61
40	60	85	30	191	586	10	0	54	54
41	58	75	-10	201	670	10	39	0	61
42	55	80	10	33	568	10	0	93	53
43	55	85	-30	429	838	10	2	0	51
44	55	82	-9	49	504	10	61	0	45
45	20	82	-9	37	597	10	67	0	50
46	18	80	-10	315	782	10	14	0	66
47	2	45	10	38	606	10	0	48	56
48	42	5	-10	396	904	10	47	0	56
49	42	12	10	341	658	10	0	74	61
50	72	35	-2	351	782	10	85	0	57
51	55	20	-30	161	610	10	34	0	51
52	25	30	3	25	516	10	0	4	49
53	20	50	5	239	630	10	0	17	61
54	55	60	-30	448	873	10	40	0	54
55	30	60	-23	420	897	10	57	0	65
56	50	35	19	390	843	10	0	80	82
57	30	25	23	227	686	10	0	55	65
58	15	10	-20	401	902	10	18	0	52
59	10	20	-20	42	706	10	12	0	48
60	15	60	17	401	923	10	0	68	84
61	45	65	9	110	525	10	0	44	45
62	65	35	-10	29	548	10	30	0	46
63	65	20	6	39	593	10	0	89	55
64	45	30	17	20	498	10	0	24	47
65	35	40	16	11	530	10	0	83	51
66	41	37	-40	404	847	10	22	0	60
67	64	42	9	100	555	10	0	45	50
68	40	60	-17	436	907	10	60	0	84
69	31	52	27	9	510	10	0	23	45
70	35	69	-5	330	930	10	73	0	51
71	65	55	14	81	520	10	0	8	49
72	63	65	8	27	622	10	0	94	58
73	2	60	5	135	556	10	0	70	51
74	20	20	-10	430	913	10	49	0	61
75	5	5	16	63	520	10	0	13	46
76	60	12	31	125	530	10	0	91	48
77	23	3	-30	390	900	10	79	0	56
78	8	56	27	190	659	10	0	100	62
79	6	68	30	215	608	10	0	77	56
80	47	47	-19	444	942	10	56	0	82
81	49	58	10	249	580	10	0	5	56
82	27	43	9	14	506	10	0	10	49
83	37	31	-16	19	566	10	65	0	51
84	57	29	-10	259	650	10	29	0	48
85	63	23	2	198	609	10	0	50	57
86	21	24	-40	212	605	10	19	0	50
87	12	24	13	272	565	0	0	102	52
88	24	58	19	90	549	10	0	99	53
89	67	5	-6	325	897	10	63	0	55
90	37	47	6	204	633	10	0	33	53
91	49	42	-31	442	937	10	76	0	48
92	53	43	14	14	581	10	0	95	50
93	61	52	-10	373	928	10	42	0	53
94	57	48	-8	265	638	10	72	0	58
95	56	37	-14	20	539	10	92	0	50
96	55	54	-40	418	825	10	36	0	57
97	4	18	35	426	787	10	0	9	57
98	26	52	9	14	499	10	0	15	47
99	26	35	-19	149	586	10	88	0	53
100	31	67	-27	356	930	10	78	0	62
101	25	85	-20	388	911	10	1	0	87
102	12	24	-13	272	565	10	87	0	52

