25	1000	1
0	40	50	0	0	960	0	0	0
1	25	85	-10	673	793	10	14	0	89
2	22	75	30	152	272	10	0	98	170
3	22	85	10	471	591	0	0	101	413
4	20	80	-19	644	764	10	59	0	89
5	20	85	20	73	193	10	0	88	114
6	18	75	-20	388	508	10	12	0	232
7	15	75	-16	300	420	10	65	0	89
8	15	80	10	367	487	10	0	46	335
9	10	35	-13	371	491	10	87	0	323
10	10	40	-3	519	639	10	62	0	193
11	8	40	40	195	315	10	0	68	211
12	8	45	20	223	343	10	0	6	232
13	5	35	-23	653	773	10	57	0	367
14	5	45	10	35	155	10	0	1	89
15	2	40	20	174	294	10	0	55	191
16	0	40	20	255	375	10	0	73	250
17	0	45	20	703	823	10	0	100	587
18	44	5	-9	335	455	10	82	0	192
19	42	10	40	254	374	10	0	51	250
20	42	15	10	537	657	10	0	54	466
21	40	5	-30	215	335	10	23	0	206
22	40	15	-2	375	495	10	85	0	318
23	38	5	30	201	321	10	0	21	206
24	38	15	-25	681	801	10	89	0	530
25	35	5	-10	784	904	10	48	0	605
26	95	30	-20	529	649	10	41	0	348
27	95	35	20	146	266	10	0	99	156
28	92	30	10	149	269	10	0	67	159
29	90	35	10	194	314	10	0	30	196
30	88	30	-10	246	366	10	29	0	196
31	88	35	20	165	285	10	0	90	176
32	87	30	-30	621	741	10	38	0	270
33	85	25	10	80	200	10	0	71	111
34	85	35	-10	487	607	10	39	0	110
35	67	85	-3	657	777	10	52	0	202
36	65	85	40	43	163	10	0	72	80
37	65	82	10	557	677	10	0	80	477
38	62	80	30	278	398	10	0	32	270
39	60	80	10	64	184	10	0	34	110
40	60	85	-10	329	449	10	45	0	89
41	58	75	20	376	496	10	0	26	348
42	55	80	10	33	153	10	0	44	89
43	55	85	-17	574	694	10	64	0	217
44	55	82	-10	217	337	10	42	0	89
45	20	82	10	37	157	10	0	40	89
46	18	80	-10	489	609	10	8	0	335
47	2	45	10	105	225	10	0	78	140
48	42	5	10	732	852	10	0	25	605
49	42	12	10	440	560	10	0	56	391
50	72	35	-10	507	627	10	81	0	347
51	55	20	-40	326	446	10	19	0	250
52	25	30	3	175	295	10	0	35	202
53	20	50	-14	375	495	10	92	0	89
54	55	60	-10	601	721	10	20	0	466
55	30	60	-20	599	719	10	15	0	191
56	50	35	-10	557	677	10	49	0	391
57	30	25	23	397	517	10	0	13	367
58	15	10	-7	782	902	10	77	0	623
59	10	20	19	42	162	10	0	4	89
60	15	60	-35	694	814	10	97	0	464
61	45	65	9	258	378	10	0	94	271
62	65	35	3	167	287	10	0	10	193
63	65	20	-6	39	159	10	95	0	81
64	45	30	17	191	311	10	0	43	217
65	35	40	16	11	131	10	0	7	89
66	41	37	16	566	686	10	0	93	504
67	64	42	-10	268	388	10	28	0	159
68	40	60	-40	612	732	10	11	0	211
69	31	52	27	157	277	10	0	76	200
70	35	69	23	810	930	0	0	102	682
71	65	55	-10	241	361	10	33	0	111
72	63	65	-40	60	180	10	36	0	80
73	2	60	-20	286	406	10	16	0	250
74	20	20	-28	645	765	10	86	0	327
75	5	5	16	232	352	10	0	79	221
76	60	12	-27	268	388	10	69	0	200
77	23	3	7	764	884	10	0	58	623
78	8	56	-10	365	485	10	47	0	140
79	6	68	-16	352	472	10	75	0	221
80	47	47	-10	822	942	10	37	0	477
81	49	58	10	355	475	10	0	50	347
82	27	43	9	152	272	10	0	18	192
83	37	31	14	105	225	10	0	84	154
84	57	29	-14	395	515	10	83	0	154
85	63	23	2	344	464	10	0	22	318
86	21	24	28	349	469	10	0	74	327
87	12	24	13	359	479	10	0	9	323
88	24	58	-20	260	380	10	5	0	114
89	67	5	25	713	833	10	0	24	530
90	37	47	-20	359	479	10	31	0	176
91	49	42	-26	719	839	10	96	0	499
92	53	43	14	14	134	10	0	53	89
93	61	52	-16	808	928	10	66	0	504
94	57	48	-9	392	512	10	61	0	271
95	56	37	6	100	220	10	0	63	81
96	55	54	26	562	682	10	0	91	499
97	4	18	35	547	667	10	0	60	464
98	26	52	-30	172	292	10	2	0	170
99	26	35	-20	308	428	10	27	0	156
100	31	67	-20	810	930	10	17	0	587
101	22	85	-10	471	591	10	3	0	413
102	35	69	-23	810	930	10	70	0	682

