lc1_2_1;20;2704.57
lc1_2_2;19;2764.56
lc1_2_3;17;3127.78
lc1_2_4;17;2693.41
lc1_2_5;20;2702.05
lc1_2_6;20;2701.04
lc1_2_7;20;2701.04
lc1_2_8;19;3354.27
lc1_2_9;18;2724.24
lc1_2_10;17;2942.13
lc2_2_1;6;1931.44
lc2_2_2;6;1881.4
lc2_2_3;6;1844.33
lc2_2_4;6;1767.12
lc2_2_5;6;1891.21
lc2_2_6;6;1857.78
lc2_2_7;6;1850.13
lc2_2_8;6;1824.34
lc2_2_9;6;1854.21
lc2_2_10;6;1817.45
lr1_2_1;20;4819.12
lr1_2_2;17;4621.21
lr1_2_3;14;4402.38
lr1_2_4;10;3027.06
lr1_2_5;16;4760.18
lr1_2_6;13;4800.94
lr1_2_7;12;3543.36
lr1_2_8;9;2759.32
lr1_2_9;13;5050.75
lr1_2_10;11;3664.08
lr2_2_1;5;4073.1
lr2_2_2;4;3796
lr2_2_3;4;3098.36
lr2_2_4;3;2486
lr2_2_5;4;3438.39
lr2_2_6;3;4517.5
lr2_2_7;3;3098.35
lr2_2_8;2;2450.47
lr2_2_9;3;3922.11
lr2_2_10;3;3254.83
lrc1_2_1;19;3606.06
lrc1_2_2;15;3671.02
lrc1_2_3;13;3154.92
lrc1_2_4;10;2631.82
lrc1_2_5;16;3715.81
lrc1_2_6;16;3572.16
lrc1_2_7;14;3666.34
lrc1_2_8;13;3145.74
lrc1_2_9;13;3157.34
lrc1_2_10;12;2928.9
lrc2_2_1;6;3595.18
lrc2_2_2;5;3158.25
lrc2_2_3;4;2881.99
lrc2_2_4;3;2844.97
lrc2_2_5;5;2776.93
lrc2_2_6;5;2707.96
lrc2_2_7;4;3011.69
lrc2_2_8;4;2399.89
lrc2_2_9;4;2208.49
lrc2_2_10;3;2437.88
